,j_coef,tp,tv
771,7.934488658104137,Bridge,Bar
772,10.501956972446644,Bridge,Department Store
773,8.482773388062272,Bridge,Bus Line
774,13.0804660007336,Bridge,Music Venue
775,9.51767576820379,Bridge,Bus Station
776,18.956633469084426,Bridge,Racetrack
777,9.811287608534776,Bridge,Art Gallery
778,11.595198412371163,Bridge,Train
779,23.30225266621411,Bridge,Athletic & Sport
780,8.701501121601707,Bridge,Electronics Store
781,9.110219249995176,Bridge,Fast Food Restaurant
782,10.5147054179881,Bridge,General Travel
783,10.43745564614086,Bridge,Soccer Stadium
784,7.6103035446498275,Bridge,Other Great Outdoors
785,10.413077024882957,Bridge,Theater
786,8.249526396847509,Bridge,Italian Restaurant
787,4.825566964680635,Bridge,Airport Terminal
788,6.014198430041274,Bridge,Church
789,9.25863788723318,Bridge,Garden
790,30.58750172409464,Bridge,Tennis Court
791,8.155291564767628,Bridge,Nightclub
792,18.602698690488072,Bridge,Science Museum
793,5.340946745798676,Bridge,College Residence Hall
794,8.043416467974957,Bridge,Sandwich Place
795,11.510543933716848,Bridge,Sporting Goods Shop
796,18.52135560773046,Bridge,Castle
797,13.322416381157206,Bridge,Light Rail
798,12.526320213702155,Bridge,Ramen /  Noodle House
799,9.271183069124664,Bridge,Mexican Restaurant
800,9.868329731068345,Bridge,Movie Theater
801,12.366456320120845,Bridge,Theme Park
802,8.184844977537526,Bridge,Farmers Market
803,21.563608247993045,Bridge,Pool
804,5.942778901606461,Bridge,University
805,8.57413668990958,Bridge,Cupcake Shop
806,0.7067274446166301,Grocery Store,Road
807,0.541465524001447,Grocery Store,Residential Building (Apartment / Condo)
808,0.5770793422681177,Grocery Store,Mall
809,0.6061859455738849,Grocery Store,Cafe
810,0.8153827047940141,Grocery Store,Market
811,0.7626534303413475,Grocery Store,Gay Bar
812,0.8977878672787072,Grocery Store,Clothing Store
813,1.2093934630303929,Grocery Store,Performing Arts Venue
814,0.844335477038208,Grocery Store,Flea Market
815,0.8909820701444954,Grocery Store,Art Museum
816,0.7029526866821553,Grocery Store,Bus Line
817,1.072243524534295,Grocery Store,Music Venue
818,0.8009099898048695,Grocery Store,Bus Station
819,1.5968090634377057,Grocery Store,Racetrack
820,0.8005268657810054,Grocery Store,Art Gallery
821,0.9492163842516648,Grocery Store,Train
822,1.899176291375957,Grocery Store,Athletic & Sport
823,0.7170366952449851,Grocery Store,Electronics Store
824,0.7633683875630393,Grocery Store,Fast Food Restaurant
825,0.8750373379715102,Grocery Store,General Travel
826,0.6412602045664031,Grocery Store,Other Great Outdoors
827,0.6763555096596573,Grocery Store,Italian Restaurant
828,0.3935114322265818,Grocery Store,Airport Terminal
829,0.7584738577605431,Grocery Store,Garden
830,2.487787963554664,Grocery Store,Tennis Court
831,0.6701697787448333,Grocery Store,Nightclub
832,1.5180061908316844,Grocery Store,Science Museum
833,0.437564793369042,Grocery Store,College Residence Hall
834,0.6592951993123203,Grocery Store,Sandwich Place
835,0.9439247768644315,Grocery Store,Sporting Goods Shop
836,1.503596194249655,Grocery Store,Castle
837,1.094307652163181,Grocery Store,Light Rail
838,0.7606760648217207,Grocery Store,Mexican Restaurant
839,0.8073782468883972,Grocery Store,Movie Theater
840,1.0095727320717824,Grocery Store,Theme Park
841,1.7596563696926273,Grocery Store,Pool
842,0.7023156240825866,Grocery Store,Cupcake Shop
843,1.2041764591637194,Road,Residential Building (Apartment / Condo)
844,1.2642926450180667,Road,Mall
845,2.7342105343134264,Road,Monument / Landmark
846,1.3387966621348821,Road,Cafe
847,1.7899210240761576,Road,Market
848,1.689786632093207,Road,Gay Bar
849,1.9819035257960955,Road,Clothing Store
850,2.669852747266209,Road,Performing Arts Venue
851,1.8388825293478788,Road,Flea Market
852,1.537780118566073,Road,History Museum
853,1.9087566205712785,Road,Scenic Lookout
854,1.9844798445321885,Road,Art Museum
855,1.4396425076230068,Road,Bar
856,1.9127975911768789,Road,Department Store
857,1.5432687102588345,Road,Bus Line
858,2.4309510834931896,Road,Music Venue
859,1.7319700241788925,Road,Bus Station
860,3.450372210560351,Road,Racetrack
861,1.7819098024951605,Road,Art Gallery
862,2.1009381395803035,Road,Train
863,4.212240946144302,Road,Athletic & Sport
864,1.5783777959853544,Road,Electronics Store
865,1.6587116501411812,Road,Fast Food Restaurant
866,1.9082258873473823,Road,General Travel
867,1.8886352776792636,Road,Soccer Stadium
868,1.4109463893799676,Road,Other Great Outdoors
869,1.889972794566572,Road,Theater
870,1.4981338251459848,Road,Italian Restaurant
871,0.875054778942581,Road,Airport Terminal
872,1.090508442138346,Road,Church
873,1.6823892249663233,Road,Garden
874,5.5380679767345535,Road,Tennis Court
875,1.4802307797935488,Road,Nightclub
876,3.3780766903885566,Road,Science Museum
877,0.9660402550184888,Road,College Residence Hall
878,1.4593868661667737,Road,Sandwich Place
879,2.0867352673012225,Road,Sporting Goods Shop
880,3.3529871312012194,Road,Castle
881,2.4306914722267523,Road,Light Rail
882,2.2712860048101025,Road,Ramen /  Noodle House
883,1.6868922599141818,Road,Mexican Restaurant
884,1.790870058509104,Road,Movie Theater
885,2.244219151352385,Road,Theme Park
886,1.486410605790991,Road,Farmers Market
887,3.901328242401204,Road,Pool
888,1.0836375100223294,Road,University
889,1.5587194467263494,Road,Cupcake Shop
890,1.0600264886423794,Residential Building (Apartment / Condo),Mall
891,2.288474041636791,Residential Building (Apartment / Condo),Monument / Landmark
892,1.1172707748887325,Residential Building (Apartment / Condo),Cafe
893,1.4782608085303428,Residential Building (Apartment / Condo),Market
894,1.4115509580922916,Residential Building (Apartment / Condo),Gay Bar
895,1.6503379643389602,Residential Building (Apartment / Condo),Clothing Store
896,2.2658793909295323,Residential Building (Apartment / Condo),Performing Arts Venue
897,1.5326883996455316,Residential Building (Apartment / Condo),Flea Market
898,1.2893943037364948,Residential Building (Apartment / Condo),History Museum
899,1.6260228664093097,Residential Building (Apartment / Condo),Scenic Lookout
900,1.6604707495777502,Residential Building (Apartment / Condo),Art Museum
901,1.205622357431503,Residential Building (Apartment / Condo),Bar
902,1.5944684758149872,Residential Building (Apartment / Condo),Department Store
903,1.2862894021864817,Residential Building (Apartment / Condo),Bus Line
904,1.988739938662956,Residential Building (Apartment / Condo),Music Venue
905,1.4439708631215529,Residential Building (Apartment / Condo),Bus Station
906,2.86772884548508,Residential Building (Apartment / Condo),Racetrack
907,1.4871586640428394,Residential Building (Apartment / Condo),Art Gallery
908,1.758280301673365,Residential Building (Apartment / Condo),Train
909,3.5576154790680654,Residential Building (Apartment / Condo),Athletic & Sport
910,1.3237940092150005,Residential Building (Apartment / Condo),Electronics Store
911,1.3842417967270124,Residential Building (Apartment / Condo),Fast Food Restaurant
912,1.5996446614358724,Residential Building (Apartment / Condo),General Travel
913,1.6075016706696672,Residential Building (Apartment / Condo),Soccer Stadium
914,1.1710053193594958,Residential Building (Apartment / Condo),Other Great Outdoors
915,1.5747931239411908,Residential Building (Apartment / Condo),Theater
916,1.2517300117371355,Residential Building (Apartment / Condo),Italian Restaurant
917,0.7289221131167517,Residential Building (Apartment / Condo),Airport Terminal
918,0.9113223469289032,Residential Building (Apartment / Condo),Church
919,1.4164837274502955,Residential Building (Apartment / Condo),Garden
920,4.6297864547367915,Residential Building (Apartment / Condo),Tennis Court
921,1.2401368481039978,Residential Building (Apartment / Condo),Nightclub
922,2.877182098802911,Residential Building (Apartment / Condo),Science Museum
923,0.8125020866817182,Residential Building (Apartment / Condo),College Residence Hall
924,1.2197913955752206,Residential Building (Apartment / Condo),Sandwich Place
925,1.7427504145361492,Residential Building (Apartment / Condo),Sporting Goods Shop
926,2.8039134673176758,Residential Building (Apartment / Condo),Castle
927,2.0578939128279807,Residential Building (Apartment / Condo),Light Rail
928,1.895390810977608,Residential Building (Apartment / Condo),Ramen /  Noodle House
929,1.4048976840547185,Residential Building (Apartment / Condo),Mexican Restaurant
930,1.4947643296219424,Residential Building (Apartment / Condo),Movie Theater
931,1.878062145777184,Residential Building (Apartment / Condo),Theme Park
932,1.2386643982224304,Residential Building (Apartment / Condo),Farmers Market
933,3.299933042631414,Residential Building (Apartment / Condo),Pool
934,0.9092520218308552,Residential Building (Apartment / Condo),University
935,1.30115251426927,Residential Building (Apartment / Condo),Cupcake Shop
936,9.099615154819931,Mall,Monument / Landmark
937,4.454572726867854,Mall,Cafe
938,5.90894830072029,Mall,Market
939,5.628395858971037,Mall,Gay Bar
940,6.640386480063497,Mall,Clothing Store
941,8.922684488824409,Mall,Performing Arts Venue
942,6.147430428387263,Mall,Flea Market
943,5.1407678663236895,Mall,History Museum
944,6.2807759375154015,Mall,Scenic Lookout
945,6.611402606947157,Mall,Art Museum
946,4.810021324436333,Mall,Bar
947,6.420410485244656,Mall,Department Store
948,5.139525904744113,Mall,Bus Line
949,7.932632340203072,Mall,Music Venue
950,5.7696585689820985,Mall,Bus Station
951,11.48990786656722,Mall,Racetrack
952,5.936108140695878,Mall,Art Gallery
953,7.026541688464942,Mall,Train
954,14.098145353869645,Mall,Athletic & Sport
955,5.308765941052604,Mall,Electronics Store
956,5.530381248957188,Mall,Fast Food Restaurant
957,6.372873048098147,Mall,General Travel
958,6.329924912959242,Mall,Soccer Stadium
959,4.597874811269109,Mall,Other Great Outdoors
960,6.306353409844212,Mall,Theater
961,5.001447098482778,Mall,Italian Restaurant
962,2.92499686071919,Mall,Airport Terminal
963,3.641114157692704,Mall,Church
964,5.606708604990446,Mall,Garden
965,18.536991190794847,Mall,Tennis Court
966,4.940647144962181,Mall,Nightclub
967,11.26068739258404,Mall,Science Museum
968,3.2233878325054635,Mall,College Residence Hall
969,4.8739947610366725,Mall,Sandwich Place
970,6.999709018783869,Mall,Sporting Goods Shop
971,11.207909677322416,Mall,Castle
972,8.087031589005418,Mall,Light Rail
973,7.610382008238469,Mall,Ramen /  Noodle House
974,5.6281064401405345,Mall,Mexican Restaurant
975,5.979431341725465,Mall,Movie Theater
976,7.509285453349358,Mall,Theme Park
977,4.957497806098998,Mall,Farmers Market
978,13.079239249213456,Mall,Pool
979,3.600305342801938,Mall,University
980,5.213784416311066,Mall,Cupcake Shop
981,5.679122699662996,Monument / Landmark,Cafe
982,7.532804938540256,Monument / Landmark,Market
983,7.187454235231094,Monument / Landmark,Gay Bar
984,8.406537535868841,Monument / Landmark,Clothing Store
985,11.398494083387694,Monument / Landmark,Performing Arts Venue
986,7.817396149148438,Monument / Landmark,Flea Market
987,8.495159245949825,Monument / Landmark,Art Museum
988,6.540974175096142,Monument / Landmark,Bus Line
989,10.114630530349727,Monument / Landmark,Music Venue
990,7.353406328917946,Monument / Landmark,Bus Station
991,14.615517020410318,Monument / Landmark,Racetrack
992,7.589877709614716,Monument / Landmark,Art Gallery
993,8.937355716234519,Monument / Landmark,Train
994,18.147210125632604,Monument / Landmark,Athletic & Sport
995,6.711251773051495,Monument / Landmark,Electronics Store
996,7.062712408618815,Monument / Landmark,Fast Food Restaurant
997,8.110259011671943,Monument / Landmark,General Travel
998,5.869262723932072,Monument / Landmark,Other Great Outdoors
999,6.367781181414468,Monument / Landmark,Italian Restaurant
1000,3.7217005467584716,Monument / Landmark,Airport Terminal
1001,7.207135139960369,Monument / Landmark,Garden
1002,23.58320381524421,Monument / Landmark,Tennis Court
1003,6.292200868230956,Monument / Landmark,Nightclub
1004,14.328490605755865,Monument / Landmark,Science Museum
1005,4.099831590644671,Monument / Landmark,College Residence Hall
1006,6.212603227054906,Monument / Landmark,Sandwich Place
1007,8.93552138191472,Monument / Landmark,Sporting Goods Shop
1008,14.507521928936587,Monument / Landmark,Castle
1009,10.281361395884943,Monument / Landmark,Light Rail
1010,7.164238552597909,Monument / Landmark,Mexican Restaurant
1011,7.615487686168687,Monument / Landmark,Movie Theater
1012,9.555267968165827,Monument / Landmark,Theme Park
1013,17.09595898619537,Monument / Landmark,Pool
1014,6.6122555341153095,Monument / Landmark,Cupcake Shop
1015,0.5486949627048646,Cafe,Market
1016,0.5229884699766711,Cafe,Gay Bar
1017,0.6136408267888566,Cafe,Clothing Store
1018,0.814886613344173,Cafe,Performing Arts Venue
1019,0.5662440802015407,Cafe,Flea Market
1020,0.4797821119818824,Cafe,History Museum
1021,0.5743946321954635,Cafe,Scenic Lookout
1022,0.6181390874142279,Cafe,Art Museum
1023,0.4446008705528592,Cafe,Bar
1024,0.5894656798570247,Cafe,Department Store
1025,0.4719007221433294,Cafe,Bus Line
1026,0.7290976691873023,Cafe,Music Venue
1027,0.5312510822116213,Cafe,Bus Station
1028,1.03950161370642,Cafe,Racetrack
1029,0.5527162237755361,Cafe,Art Gallery
1030,0.6473040754250596,Cafe,Train
1031,1.2958435081933646,Cafe,Athletic & Sport
1032,0.4909652002196253,Cafe,Electronics Store
1033,0.5105727911765539,Cafe,Fast Food Restaurant
1034,0.5873174465625375,Cafe,General Travel
1035,0.5786037716879868,Cafe,Soccer Stadium
1036,0.4249580289336528,Cafe,Other Great Outdoors
1037,0.5852651431615117,Cafe,Theater
1038,0.4653957464191546,Cafe,Italian Restaurant
1039,0.26550896281329234,Cafe,Airport Terminal
1040,0.33861504394354563,Cafe,Church
1041,0.5234783947424431,Cafe,Garden
1042,1.6792983467044638,Cafe,Tennis Court
1043,0.4590683575091154,Cafe,Nightclub
1044,1.0628331841299974,Cafe,Science Museum
1045,0.3036304485660876,Cafe,College Residence Hall
1046,0.450948891825147,Cafe,Sandwich Place
1047,0.6472623178310224,Cafe,Sporting Goods Shop
1048,1.0363948667426406,Cafe,Castle
1049,0.7516305573723087,Cafe,Light Rail
1050,0.7029329983949874,Cafe,Ramen /  Noodle House
1051,0.5218210637308919,Cafe,Mexican Restaurant
1052,0.5528951104019171,Cafe,Movie Theater
1053,0.6966142272688632,Cafe,Theme Park
1054,0.4712664607568461,Cafe,Farmers Market
1055,1.2215446461991246,Cafe,Pool
1056,0.33983301769211544,Cafe,University
1057,0.4868090404093609,Cafe,Cupcake Shop
1058,26.469270382813338,Market,Gay Bar
1059,31.00389143560773,Market,Clothing Store
1060,41.85253288564292,Market,Performing Arts Venue
1061,28.83105781925041,Market,Flea Market
1062,24.09457874581229,Market,History Museum
1063,29.427616032907878,Market,Scenic Lookout
1064,31.02470492230018,Market,Art Museum
1065,22.541094353279533,Market,Bar
1066,29.910813572671216,Market,Department Store
1067,24.093889736539435,Market,Bus Line
1068,37.25062522299237,Market,Music Venue
1069,27.046074394777364,Market,Bus Station
1070,53.942604848201405,Market,Racetrack
1071,27.860012495099006,Market,Art Gallery
1072,32.933946048519765,Market,Train
1073,66.13063175540522,Market,Athletic & Sport
1074,24.73804881280144,Market,Electronics Store
1075,25.9040277575106,Market,Fast Food Restaurant
1076,29.89786896678206,Market,General Travel
1077,29.700604835823725,Market,Soccer Stadium
1078,21.577261496790648,Market,Other Great Outdoors
1079,29.557817318700263,Market,Theater
1080,23.425128402214145,Market,Italian Restaurant
1081,13.731741853699482,Market,Airport Terminal
1082,17.064309617347533,Market,Church
1083,26.32708367066992,Market,Garden
1084,87.03931572707846,Market,Tennis Court
1085,23.17517114287186,Market,Nightclub
1086,52.87074578068333,Market,Science Museum
1087,15.122379683655529,Market,College Residence Hall
1088,22.836050141463453,Market,Sandwich Place
1089,32.734411410015056,Market,Sporting Goods Shop
1090,52.37970140290656,Market,Castle
1091,37.888779635625355,Market,Light Rail
1092,35.58016820247352,Market,Ramen /  Noodle House
1093,26.391298585168123,Market,Mexican Restaurant
1094,28.013959422940307,Market,Movie Theater
1095,35.189989052312995,Market,Theme Park
1096,23.239861483298093,Market,Farmers Market
1097,61.36148080780011,Market,Pool
1098,16.916158410217626,Market,University
1099,24.384934937908678,Market,Cupcake Shop
1100,10.164932048869362,Gay Bar,Clothing Store
1101,13.69944575315047,Gay Bar,Performing Arts Venue
1102,9.428972456666498,Gay Bar,Flea Market
1103,7.89051963406037,Gay Bar,History Museum
1104,9.632024011743141,Gay Bar,Scenic Lookout
1105,10.184431697902612,Gay Bar,Art Museum
1106,7.388314418149025,Gay Bar,Bar
1107,9.776392442584156,Gay Bar,Department Store
1108,7.892603652975257,Gay Bar,Bus Line
1109,12.184654425209294,Gay Bar,Music Venue
1110,8.852899470555212,Gay Bar,Bus Station
1111,17.646813850949997,Gay Bar,Racetrack
1112,9.13643493698132,Gay Bar,Art Gallery
1113,10.781967379189426,Gay Bar,Train
1114,21.65066094500023,Gay Bar,Athletic & Sport
1115,8.100428954092981,Gay Bar,Electronics Store
1116,8.479340529062089,Gay Bar,Fast Food Restaurant
1117,9.78431502824744,Gay Bar,General Travel
1118,9.720271950809336,Gay Bar,Soccer Stadium
1119,7.068164863494713,Gay Bar,Other Great Outdoors
1120,9.709913611040278,Gay Bar,Theater
1121,7.682311567052783,Gay Bar,Italian Restaurant
1122,4.499079890703905,Gay Bar,Airport Terminal
1123,5.59029962362979,Gay Bar,Church
1124,8.610585810425553,Gay Bar,Garden
1125,28.475848757960073,Gay Bar,Tennis Court
1126,7.647533826289933,Gay Bar,Nightclub
1127,17.29616527748618,Gay Bar,Science Museum
1128,4.952447776283265,Gay Bar,College Residence Hall
1129,7.488561475250224,Gay Bar,Sandwich Place
1130,10.728470752185142,Gay Bar,Sporting Goods Shop
1131,17.153216719119893,Gay Bar,Castle
1132,12.3946688629414,Gay Bar,Light Rail
1133,11.6701846006212,Gay Bar,Ramen /  Noodle House
1134,8.650781590305018,Gay Bar,Mexican Restaurant
1135,9.201937858012998,Gay Bar,Movie Theater
1136,11.519898037025506,Gay Bar,Theme Park
1137,7.623785682581268,Gay Bar,Farmers Market
1138,20.079055259355364,Gay Bar,Pool
1139,5.536153132023345,Gay Bar,University
1140,7.986735892640658,Gay Bar,Cupcake Shop
1141,2.7600323452280247,Clothing Store,Performing Arts Venue
1142,1.933262547337968,Clothing Store,Flea Market
1143,1.591900199386434,Clothing Store,History Museum
1144,1.958283760938248,Clothing Store,Scenic Lookout
1145,2.0545494860828017,Clothing Store,Art Museum
1146,1.5010301750863049,Clothing Store,Bar
1147,2.0493890741112746,Clothing Store,Department Store
1148,1.59360078773449,Clothing Store,Bus Line
1149,2.4620871490760248,Clothing Store,Music Venue
1150,1.7983079583585562,Clothing Store,Bus Station
1151,3.5529880392715865,Clothing Store,Racetrack
1152,1.8549277566430056,Clothing Store,Art Gallery
1153,2.1802168920804377,Clothing Store,Train
1154,4.402782751885646,Clothing Store,Athletic & Sport
1155,1.6966297173215945,Clothing Store,Electronics Store
1156,1.7247179701401203,Clothing Store,Fast Food Restaurant
1157,1.9793813355586876,Clothing Store,General Travel
1158,1.9655701636049796,Clothing Store,Soccer Stadium
1159,1.4254595426482204,Clothing Store,Other Great Outdoors
1160,1.9666839453997609,Clothing Store,Theater
1161,1.5715096956123966,Clothing Store,Italian Restaurant
1162,0.9073439908009192,Clothing Store,Airport Terminal
1163,1.1301288161929823,Clothing Store,Church
1164,1.7400637573261255,Clothing Store,Garden
1165,5.730822563188813,Clothing Store,Tennis Court
1166,1.5489692375961863,Clothing Store,Nightclub
1167,3.4835051710452647,Clothing Store,Science Museum
1168,1.0013559260350102,Clothing Store,College Residence Hall
1169,1.523189735368888,Clothing Store,Sandwich Place
1170,2.2247931509410903,Clothing Store,Sporting Goods Shop
1171,3.4603940436639298,Clothing Store,Castle
1172,2.509934076893904,Clothing Store,Light Rail
1173,2.393919621967595,Clothing Store,Ramen /  Noodle House
1174,1.7746851716758678,Clothing Store,Mexican Restaurant
1175,1.8709280752084243,Clothing Store,Movie Theater
1176,2.3204143335585643,Clothing Store,Theme Park
1177,1.5355052568888148,Clothing Store,Farmers Market
1178,4.096606100132135,Clothing Store,Pool
1179,1.1188202053051621,Clothing Store,University
1180,1.65173708087578,Clothing Store,Cupcake Shop
1181,13.69508526223792,Performing Arts Venue,Flea Market
1182,11.448123565640476,Performing Arts Venue,History Museum
1183,13.977652254519672,Performing Arts Venue,Scenic Lookout
1184,14.766124930640904,Performing Arts Venue,Art Museum
1185,10.7231452741924,Performing Arts Venue,Bar
1186,14.183488364781205,Performing Arts Venue,Department Store
1187,11.462968368134087,Performing Arts Venue,Bus Line
1188,17.789242213558584,Performing Arts Venue,Music Venue
1189,12.846738820094455,Performing Arts Venue,Bus Station
1190,25.89967371760795,Performing Arts Venue,Racetrack
1191,13.27571507731867,Performing Arts Venue,Art Gallery
1192,15.659268578825346,Performing Arts Venue,Train
1193,31.48420233765345,Performing Arts Venue,Athletic & Sport
1194,11.751406373082395,Performing Arts Venue,Electronics Store
1195,12.334985015139262,Performing Arts Venue,Fast Food Restaurant
1196,14.191876622890135,Performing Arts Venue,General Travel
1197,14.478175473403464,Performing Arts Venue,Soccer Stadium
1198,10.25174152220681,Performing Arts Venue,Other Great Outdoors
1199,14.065373673574564,Performing Arts Venue,Theater
1200,11.125324222751253,Performing Arts Venue,Italian Restaurant
1201,6.518112837230303,Performing Arts Venue,Airport Terminal
1202,8.10822653312894,Performing Arts Venue,Church
1203,12.494656370260218,Performing Arts Venue,Garden
1204,41.313535653665774,Performing Arts Venue,Tennis Court
1205,10.997489139109085,Performing Arts Venue,Nightclub
1206,25.096882136213488,Performing Arts Venue,Science Museum
1207,7.183637775053468,Performing Arts Venue,College Residence Hall
1208,10.847722957130538,Performing Arts Venue,Sandwich Place
1209,15.567815253467545,Performing Arts Venue,Sporting Goods Shop
1210,24.89188884947256,Performing Arts Venue,Castle
1211,18.00850692687279,Performing Arts Venue,Light Rail
1212,16.902584835181347,Performing Arts Venue,Ramen /  Noodle House
1213,12.522491848100836,Performing Arts Venue,Mexican Restaurant
1214,13.40203721114617,Performing Arts Venue,Movie Theater
1215,16.720362181917164,Performing Arts Venue,Theme Park
1216,11.0570516168086,Performing Arts Venue,Farmers Market
1217,29.164323699190913,Performing Arts Venue,Pool
1218,8.027509992668625,Performing Arts Venue,University
1219,11.575829315118652,Performing Arts Venue,Cupcake Shop
1220,12.715775864544915,Flea Market,History Museum
1221,15.530972565922642,Flea Market,Scenic Lookout
1222,16.383421702649233,Flea Market,Art Museum
1223,11.900798694179919,Flea Market,Bar
1224,15.830378136266164,Flea Market,Department Store
1225,12.708187849861035,Flea Market,Bus Line
1226,19.649102215730807,Flea Market,Music Venue
1227,14.29198120187402,Flea Market,Bus Station
1228,28.45282570055903,Flea Market,Racetrack
1229,14.705533544100904,Flea Market,Art Gallery
1230,17.371698332710622,Flea Market,Train
1231,34.883078387457374,Flea Market,Athletic & Sport
1232,13.057074590020108,Flea Market,Electronics Store
1233,13.666180018966177,Flea Market,Fast Food Restaurant
1234,15.77240254840548,Flea Market,General Travel
1235,15.666888048887479,Flea Market,Soccer Stadium
1236,11.381798264090794,Flea Market,Other Great Outdoors
1237,15.6034644899646,Flea Market,Theater
1238,12.379692100319414,Flea Market,Italian Restaurant
1239,7.243585137089169,Flea Market,Airport Terminal
1240,9.00255080557813,Flea Market,Church
1241,13.875569664991481,Flea Market,Garden
1242,45.91037983573372,Flea Market,Tennis Court
1243,12.222404764524045,Flea Market,Nightclub
1244,27.887457763480768,Flea Market,Science Museum
1245,7.975418151302985,Flea Market,College Residence Hall
1246,12.05132209707424,Flea Market,Sandwich Place
1247,17.287324414206232,Flea Market,Sporting Goods Shop
1248,27.69581086401324,Flea Market,Castle
1249,19.983937182757753,Flea Market,Light Rail
1250,18.78889010318467,Flea Market,Ramen /  Noodle House
1251,13.93165505312742,Flea Market,Mexican Restaurant
1252,14.788168728605322,Flea Market,Movie Theater
1253,18.56214067677641,Flea Market,Theme Park
1254,12.27052695630582,Flea Market,Farmers Market
1255,32.3665428797225,Flea Market,Pool
1256,8.918937064390523,Flea Market,University
1257,12.871520641289926,Flea Market,Cupcake Shop
1258,10.22748509870883,History Museum,Art Museum
1259,7.384493882210139,History Museum,Bar
1260,7.884783174968449,History Museum,Bus Line
1261,12.177754912349588,History Museum,Music Venue
1262,8.852000229487711,History Museum,Bus Station
1263,17.654003453110143,History Museum,Racetrack
1264,9.142803800721577,History Museum,Art Gallery
1265,10.774408980629893,History Museum,Train
1266,21.64268349003472,History Museum,Athletic & Sport
1267,8.10030097407929,History Museum,Electronics Store
1268,8.477778716703881,History Museum,Fast Food Restaurant
1269,9.788078443030052,History Museum,General Travel
1270,7.063641938764187,History Museum,Other Great Outdoors
1271,7.680123270369473,History Museum,Italian Restaurant
1272,4.494262317824751,History Museum,Airport Terminal
1273,8.632663991882946,History Museum,Garden
1274,28.48567250965659,History Museum,Tennis Court
1275,7.591798670933622,History Museum,Nightclub
1276,17.569580267750727,History Museum,Science Museum
1277,4.978374281647253,History Museum,College Residence Hall
1278,7.484860379598743,History Museum,Sandwich Place
1279,10.722407599789175,History Museum,Sporting Goods Shop
1280,17.237116764362025,History Museum,Castle
1281,12.408288110873912,History Museum,Light Rail
1282,8.643459572359848,History Museum,Mexican Restaurant
1283,9.179782387099591,History Museum,Movie Theater
1284,11.515065134210474,History Museum,Theme Park
1285,20.077447727767872,History Museum,Pool
1286,7.9907938382490595,History Museum,Cupcake Shop
1287,10.733728332251316,Scenic Lookout,Art Museum
1288,7.781637971265,Scenic Lookout,Bar
1289,10.325663394534619,Scenic Lookout,Department Store
1290,8.310602549507852,Scenic Lookout,Bus Line
1291,12.84334053988087,Scenic Lookout,Music Venue
1292,9.332000543599728,Scenic Lookout,Bus Station
1293,18.61131738793989,Scenic Lookout,Racetrack
1294,9.615238421865387,Scenic Lookout,Art Gallery
1295,11.366587405000885,Scenic Lookout,Train
1296,22.851916320293874,Scenic Lookout,Athletic & Sport
1297,8.544391435342193,Scenic Lookout,Electronics Store
1298,8.941160121588313,Scenic Lookout,Fast Food Restaurant
1299,10.318320186903788,Scenic Lookout,General Travel
1300,7.491985724663483,Scenic Lookout,Other Great Outdoors
1301,8.088959014633199,Scenic Lookout,Italian Restaurant
1302,4.737877064129839,Scenic Lookout,Airport Terminal
1303,9.085881747540663,Scenic Lookout,Garden
1304,31.70533211982601,Scenic Lookout,Tennis Court
1305,7.993620386867647,Scenic Lookout,Nightclub
1306,18.24562902148184,Scenic Lookout,Science Museum
1307,5.217285726419903,Scenic Lookout,College Residence Hall
1308,7.889474951628706,Scenic Lookout,Sandwich Place
1309,11.399151641694383,Scenic Lookout,Sporting Goods Shop
1310,18.162874164252337,Scenic Lookout,Castle
1311,13.179265889985487,Scenic Lookout,Light Rail
1312,9.108105628765033,Scenic Lookout,Mexican Restaurant
1313,9.671726479474488,Scenic Lookout,Movie Theater
1314,12.154988906236513,Scenic Lookout,Theme Park
1315,21.222028927093344,Scenic Lookout,Pool
1316,8.414625002246849,Scenic Lookout,Cupcake Shop
1317,18.62145933160264,Art Museum,Bar
1318,24.672938053019852,Art Museum,Department Store
1319,19.892812434384197,Art Museum,Bus Line
1320,30.737672441557088,Art Museum,Music Venue
1321,22.337353384618368,Art Museum,Bus Station
1322,44.55713220996629,Art Museum,Racetrack
1323,23.058659418212443,Art Museum,Art Gallery
1324,27.201925130708872,Art Museum,Train
1325,54.625441906449815,Art Museum,Athletic & Sport
1326,20.432943266952453,Art Museum,Electronics Store
1327,21.3946015956132,Art Museum,Fast Food Restaurant
1328,24.69875991976385,Art Museum,General Travel
1329,24.53305499247739,Art Museum,Soccer Stadium
1330,17.821952963331228,Art Museum,Other Great Outdoors
1331,24.43950831861548,Art Museum,Theater
1332,19.365915483305816,Art Museum,Italian Restaurant
1333,11.344578145191464,Art Museum,Airport Terminal
1334,14.10254134039599,Art Museum,Church
1335,21.758059523665036,Art Museum,Garden
1336,71.8964320608634,Art Museum,Tennis Court
1337,19.153967977777654,Art Museum,Nightclub
1338,43.98528603582944,Art Museum,Science Museum
1339,12.517715209500713,Art Museum,College Residence Hall
1340,18.87827106222204,Art Museum,Sandwich Place
1341,27.047456050138923,Art Museum,Sporting Goods Shop
1342,43.41862362064026,Art Museum,Castle
1343,31.293945050153628,Art Museum,Light Rail
