,User ID,Venue ID,UTC time,Timezone offset,Latitude,Longitude,Category,City,TimeStamp,Date
9250,16437,4ac518f6f964a52052af20e3,Sat Jul 28 06:13:28 +0000 2012,60,51.495359,-0.14456,Train Station,London,1343456008.0,2012-07-28 06:13:28
183482,16437,4eae2186754a69d6775fb8dc,Sat Jul 28 06:14:09 +0000 2012,60,51.49410200000001,-0.14646099999999998,Mall,London,1343456049.0,2012-07-28 06:14:09
701,249525,4c18fe2d6a21c9b670d6c997,Sat Jul 28 06:15:09 +0000 2012,60,51.470664,-0.457907,Airport Terminal,London,1343456109.0,2012-07-28 06:15:09
75634,111058,4ac518cff964a5206ba620e3,Sat Jul 28 06:15:21 +0000 2012,60,51.515286,-0.132209,Park,London,1343456121.0,2012-07-28 06:15:21
103971,260968,4d188962bb488cfaa46fb5d4,Sat Jul 28 06:17:43 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343456263.0,2012-07-28 06:17:43
270765,38827,4ac518bff964a52068a320e3,Sat Jul 28 06:17:55 +0000 2012,60,51.501387,-0.160619,Wine Bar,London,1343456275.0,2012-07-28 06:17:55
270687,111058,4d5ce4625d1537046cce77e7,Sat Jul 28 06:24:02 +0000 2012,60,51.583564,-0.021904,Plaza,London,1343456642.0,2012-07-28 06:24:02
66490,130079,4b2d9bbbf964a5207dd924e3,Sat Jul 28 06:27:12 +0000 2012,60,51.50308,-0.021758,Light Rail,London,1343456832.0,2012-07-28 06:27:12
28002,249525,4ad8af64f964a520b81321e3,Sat Jul 28 06:27:48 +0000 2012,60,51.45981,-0.447049,Airport Terminal,London,1343456868.0,2012-07-28 06:27:48
103972,111058,4d188962bb488cfaa46fb5d4,Sat Jul 28 06:32:54 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343457174.0,2012-07-28 06:32:54
94403,176737,4ad771a8f964a520890a21e3,Sat Jul 28 06:35:47 +0000 2012,60,51.4925,-0.157435,Plaza,London,1343457347.0,2012-07-28 06:35:47
270567,225835,4f6c5507121d7483f0ac8610,Sat Jul 28 06:36:04 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343457364.0,2012-07-28 06:36:04
103973,225835,4d188962bb488cfaa46fb5d4,Sat Jul 28 06:40:04 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343457604.0,2012-07-28 06:40:04
20006,321,4e2a8c85d4c0e5c89aba810e,Sat Jul 28 06:41:05 +0000 2012,60,51.479058,-0.409412,Bus Line,London,1343457665.0,2012-07-28 06:41:05
106035,1296,4e1769e9d1648b834828525b,Sat Jul 28 06:43:24 +0000 2012,60,51.50091,0.070325,Other Great Outdoors,London,1343457804.0,2012-07-28 06:43:24
214972,11260,4c8df1c04e95236aa08e77ca,Sat Jul 28 06:50:44 +0000 2012,60,51.436895,-0.127308,Gym / Fitness Center,London,1343458244.0,2012-07-28 06:50:44
12389,86606,4af47862f964a520d6f221e3,Sat Jul 28 06:55:02 +0000 2012,60,51.517836,-0.081861,Train Station,London,1343458502.0,2012-07-28 06:55:02
270568,253555,4f6c5507121d7483f0ac8610,Sat Jul 28 06:56:56 +0000 2012,420,51.507241,-0.158374,General Entertainment,London,1343458616.0,2012-07-28 06:56:56
270569,77098,4f6c5507121d7483f0ac8610,Sat Jul 28 06:59:00 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343458740.0,2012-07-28 06:59:00
22035,321,4f1fbab8e4b046c2ff70d4d9,Sat Jul 28 06:59:54 +0000 2012,60,51.504535,-0.419905,Bus Line,London,1343458794.0,2012-07-28 06:59:54
213447,173052,4eb44f3f469073bbc5a8f79b,Sat Jul 28 07:01:23 +0000 2012,60,51.508709,0.025803,Wine Bar,London,1343458883.0,2012-07-28 07:01:23
20372,137075,4c0e37caadcd9c747ea902f6,Sat Jul 28 07:02:40 +0000 2012,60,51.42081500000001,-0.206011,Electronics Store,London,1343458960.0,2012-07-28 07:02:40
103974,13818,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:04:42 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343459082.0,2012-07-28 07:04:42
146037,130079,4ac518d0f964a52097a620e3,Sat Jul 28 07:11:01 +0000 2012,60,51.500809,-0.121794,Bridge,London,1343459461.0,2012-07-28 07:11:01
137675,49237,4b34b457f964a520532825e3,Sat Jul 28 07:16:15 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343459775.0,2012-07-28 07:16:15
190267,10697,4b08260ff964a520d20423e3,Sat Jul 28 07:17:40 +0000 2012,60,51.547117,-0.056879999999999986,Train Station,London,1343459860.0,2012-07-28 07:17:40
64528,35279,4e175b25183880768f35a7e5,Sat Jul 28 07:18:00 +0000 2012,60,51.492597,-0.148796,Bus Station,London,1343459880.0,2012-07-28 07:18:00
103975,151,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:19:23 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343459963.0,2012-07-28 07:19:23
103707,97204,4acf1c94f964a52071d220e3,Sat Jul 28 07:19:54 +0000 2012,60,51.465451,-0.013819,Train Station,London,1343459994.0,2012-07-28 07:19:54
22605,148424,4ac5b037f964a52067b220e3,Sat Jul 28 07:21:29 +0000 2012,60,51.501078,-0.307149,Subway,London,1343460089.0,2012-07-28 07:21:29
268032,101211,4cb20b87cbab236adfa8ad73,Sat Jul 28 07:24:30 +0000 2012,60,51.453977,-0.294175,College Residence Hall,London,1343460270.0,2012-07-28 07:24:30
164321,213064,4e2ecd5f7d8bf59d290fdd55,Sat Jul 28 07:28:52 +0000 2012,60,51.481526,0.057633,Arts & Entertainment,London,1343460532.0,2012-07-28 07:28:52
103976,99297,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:29:36 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343460576.0,2012-07-28 07:29:36
133270,98765,4be907d9c5220f47736baaca,Sat Jul 28 07:30:41 +0000 2012,60,51.591736,-0.334139,Train Station,London,1343460641.0,2012-07-28 07:30:41
270770,143548,500d6c7ce4b05322f27a3386,Sat Jul 28 07:31:09 +0000 2012,60,51.508836,-0.084109,Event Space,London,1343460669.0,2012-07-28 07:31:09
202029,55,4ac518b5f964a520c2a020e3,Sat Jul 28 07:32:54 +0000 2012,60,51.508055,-0.143844,Hotel,London,1343460774.0,2012-07-28 07:32:54
191150,95796,4cebec77678aa0934736fbea,Sat Jul 28 07:34:12 +0000 2012,60,51.508195,0.035126,Hotel,London,1343460852.0,2012-07-28 07:34:12
103977,20272,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:34:35 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343460875.0,2012-07-28 07:34:35
169094,2262,4add5a40f964a520e76421e3,Sat Jul 28 07:34:54 +0000 2012,60,51.541384,-0.003047,Subway,London,1343460894.0,2012-07-28 07:34:54
137676,151,4b34b457f964a520532825e3,Sat Jul 28 07:37:59 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343461079.0,2012-07-28 07:37:59
270780,31154,4c1a886d8b3aa593c5c3955f,Sat Jul 28 07:38:09 +0000 2012,60,51.512732,-0.07578700000000001,Hotel,London,1343461089.0,2012-07-28 07:38:09
103978,37422,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:38:16 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343461096.0,2012-07-28 07:38:16
30432,130079,4ac518cdf964a520f2a520e3,Sat Jul 28 07:38:17 +0000 2012,60,51.502385,-0.135269,Park,London,1343461097.0,2012-07-28 07:38:17
128283,264250,4b27a391f964a5200a8824e3,Sat Jul 28 07:38:45 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343461125.0,2012-07-28 07:38:45
52076,148424,4ed5ed9c8b81665993030b18,Sat Jul 28 07:40:46 +0000 2012,60,51.491679,-0.193846,Platform,London,1343461246.0,2012-07-28 07:40:46
268248,249525,4be930c0c5220f47aa85aaca,Sat Jul 28 07:40:56 +0000 2012,60,51.461046,-0.44647,Airport Gate,London,1343461256.0,2012-07-28 07:40:56
6812,44354,4af33684f964a520c7eb21e3,Sat Jul 28 07:41:01 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343461261.0,2012-07-28 07:41:01
13725,97204,4acd8e7df964a52044cc20e3,Sat Jul 28 07:42:58 +0000 2012,60,51.503133,-0.11276,Train Station,London,1343461378.0,2012-07-28 07:42:58
128284,54115,4b27a391f964a5200a8824e3,Sat Jul 28 07:44:58 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343461498.0,2012-07-28 07:44:58
186966,166973,4b4a25fcf964a5205b7c26e3,Sat Jul 28 07:47:23 +0000 2012,60,51.526208,-0.211112,College Gym,London,1343461643.0,2012-07-28 07:47:23
9251,210616,4ac518f6f964a52052af20e3,Sat Jul 28 07:48:12 +0000 2012,60,51.495359,-0.14456,Train Station,London,1343461692.0,2012-07-28 07:48:12
124862,21568,4ac518cef964a5201da620e3,Sat Jul 28 07:51:24 +0000 2012,60,51.537367,-0.038109,Park,London,1343461884.0,2012-07-28 07:51:24
270753,20272,4fec6c6be4b0cfb8797bdfe9,Sat Jul 28 07:51:28 +0000 2012,60,51.539863,-0.019977,Event Space,London,1343461888.0,2012-07-28 07:51:28
103979,72134,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:51:35 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343461895.0,2012-07-28 07:51:35
174425,21568,4c08442c7e3fc9287618f082,Sat Jul 28 07:51:41 +0000 2012,60,51.507227,-0.152285,Hotel,London,1343461901.0,2012-07-28 07:51:41
270781,67074,4fd390c7e4b0211979175fd2,Sat Jul 28 07:51:44 +0000 2012,60,51.53726,-0.011909,Fast Food Restaurant,London,1343461904.0,2012-07-28 07:51:44
86178,21568,4ad26ce6f964a52091e120e3,Sat Jul 28 07:52:15 +0000 2012,60,51.511284,-0.13203900000000002,Pub,London,1343461935.0,2012-07-28 07:52:15
270795,160404,4bcadb600687ef3b03bbdccc,Sat Jul 28 07:53:01 +0000 2012,60,51.507313,-0.141585,Caf,London,1343461981.0,2012-07-28 07:53:01
209549,21568,4c176adf216fc9b6a7578f96,Sat Jul 28 07:53:31 +0000 2012,60,51.521481,-0.113726,Vietnamese Restaurant,London,1343462011.0,2012-07-28 07:53:31
103980,27062,4d188962bb488cfaa46fb5d4,Sat Jul 28 07:58:11 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343462291.0,2012-07-28 07:58:11
189850,101339,4ac518b5f964a5208ca020e3,Sat Jul 28 07:58:57 +0000 2012,60,51.504976,-0.147285,Hotel,London,1343462337.0,2012-07-28 07:58:57
270570,27062,4f6c5507121d7483f0ac8610,Sat Jul 28 07:59:23 +0000 2012,420,51.507241,-0.158374,General Entertainment,London,1343462363.0,2012-07-28 07:59:23
39192,178942,4acdeba7f964a5208bcd20e3,Sat Jul 28 08:01:54 +0000 2012,60,51.485846,-0.123811,Train Station,London,1343462514.0,2012-07-28 08:01:54
270800,206950,50104e45e4b0123cf59425dd,Sat Jul 28 08:02:55 +0000 2012,60,51.501797,-0.017130000000000003,Boat or Ferry,London,1343462575.0,2012-07-28 08:02:55
220298,55,4ac518dff964a52005aa20e3,Sat Jul 28 08:02:59 +0000 2012,60,51.508308,-0.14343399999999998,Japanese Restaurant,London,1343462579.0,2012-07-28 08:02:59
128285,51781,4b27a391f964a5200a8824e3,Sat Jul 28 08:03:22 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343462602.0,2012-07-28 08:03:22
270801,55,4dbac304cda173a95d204a22,Sat Jul 28 08:03:23 +0000 2012,60,51.508543,-0.144497,Cupcake Shop,London,1343462603.0,2012-07-28 08:03:23
255907,265100,4c2473a1f1272d7f9c0d83c5,Sat Jul 28 08:03:26 +0000 2012,60,51.373281,-0.361819,Racetrack,London,1343462606.0,2012-07-28 08:03:26
219841,35806,4ae346b5f964a520bf9221e3,Sat Jul 28 08:03:26 +0000 2012,60,51.506265,-0.219244,Grocery Store,London,1343462606.0,2012-07-28 08:03:26
260522,178942,4ac518cef964a52026a620e3,Sat Jul 28 08:04:08 +0000 2012,60,51.478762,-0.134826,Flower Shop,London,1343462648.0,2012-07-28 08:04:08
270804,116950,4f34d768e4b00172d229ede0,Sat Jul 28 08:05:42 +0000 2012,60,51.418379,-0.320966,Park,London,1343462742.0,2012-07-28 08:05:42
89323,84016,4ac518d0f964a52098a620e3,Sat Jul 28 08:06:42 +0000 2012,420,51.504556,-0.134811,Plaza,London,1343462802.0,2012-07-28 08:06:42
92794,96200,4b3cd97bf964a520358825e3,Sat Jul 28 08:09:01 +0000 2012,60,51.544874,-0.221733,Gym,London,1343462941.0,2012-07-28 08:09:01
4822,189135,4acbc300f964a52058c520e3,Sat Jul 28 08:09:39 +0000 2012,60,51.528437,-0.134025,Train Station,London,1343462979.0,2012-07-28 08:09:39
4823,17657,4acbc300f964a52058c520e3,Sat Jul 28 08:09:40 +0000 2012,60,51.528437,-0.134025,Train Station,London,1343462980.0,2012-07-28 08:09:40
259092,92833,4dab8a666e81162ae7effbc1,Sat Jul 28 08:10:11 +0000 2012,60,51.53023,-0.359297,Home (private),London,1343463011.0,2012-07-28 08:10:11
143007,10697,4af4c4cdf964a520fcf521e3,Sat Jul 28 08:10:28 +0000 2012,60,51.466948,-0.242128,Train Station,London,1343463028.0,2012-07-28 08:10:28
128286,123792,4b27a391f964a5200a8824e3,Sat Jul 28 08:12:32 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343463152.0,2012-07-28 08:12:32
183483,44354,4eae2186754a69d6775fb8dc,Sat Jul 28 08:13:26 +0000 2012,60,51.49410200000001,-0.14646099999999998,Mall,London,1343463206.0,2012-07-28 08:13:26
228405,18883,4e3960aa18a8d2fcc62acbfe,Sat Jul 28 08:14:03 +0000 2012,60,51.586888,-0.108372,Caf,London,1343463243.0,2012-07-28 08:14:03
6813,143931,4af33684f964a520c7eb21e3,Sat Jul 28 08:14:31 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343463271.0,2012-07-28 08:14:31
264500,18883,4e6517bf81301b9322effed1,Sat Jul 28 08:14:42 +0000 2012,60,51.58861,-0.110185,Historic Site,London,1343463282.0,2012-07-28 08:14:42
3294,7556,4b565077f964a520c50a28e3,Sat Jul 28 08:15:02 +0000 2012,60,51.499847,-0.160281,Hotel,London,1343463302.0,2012-07-28 08:15:02
198925,44354,4bacfe8df964a52059223be3,Sat Jul 28 08:15:02 +0000 2012,60,51.495693,-0.144324,Coffee Shop,London,1343463302.0,2012-07-28 08:15:02
270806,51889,4bed2b6a91380f47617c9f18,Sat Jul 28 08:15:04 +0000 2012,60,51.510069,-0.149853,Smoke Shop,London,1343463304.0,2012-07-28 08:15:04
270809,51889,4b82c6b8f964a5203de430e3,Sat Jul 28 08:15:14 +0000 2012,60,51.510234,-0.14940699999999998,Hotel,London,1343463314.0,2012-07-28 08:15:14
222099,113568,4ae59a5df964a52006a121e3,Sat Jul 28 08:15:26 +0000 2012,60,51.510404,-0.131373,Fast Food Restaurant,London,1343463326.0,2012-07-28 08:15:26
233355,190905,4ac518cdf964a520f0a520e3,Sat Jul 28 08:15:40 +0000 2012,60,51.504976,-0.12866,Stables,London,1343463340.0,2012-07-28 08:15:40
183980,46564,4b360daef964a520df2f25e3,Sat Jul 28 08:17:15 +0000 2012,60,51.433999,-0.23260100000000006,Park,London,1343463435.0,2012-07-28 08:17:15
6814,143931,4af33684f964a520c7eb21e3,Sat Jul 28 08:17:21 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343463441.0,2012-07-28 08:17:21
67305,3670,4b1e6995f964a520b31924e3,Sat Jul 28 08:17:24 +0000 2012,60,51.514317,-0.134671,Cupcake Shop,London,1343463444.0,2012-07-28 08:17:24
227439,3670,4ace12c9f964a52039ce20e3,Sat Jul 28 08:17:46 +0000 2012,60,51.520825,-0.115994,Cupcake Shop,London,1343463466.0,2012-07-28 08:17:46
6815,168603,4af33684f964a520c7eb21e3,Sat Jul 28 08:18:47 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343463527.0,2012-07-28 08:18:47
6816,88481,4af33684f964a520c7eb21e3,Sat Jul 28 08:19:07 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343463547.0,2012-07-28 08:19:07
74949,154721,4caaeb7576d3a093ef79276b,Sat Jul 28 08:20:18 +0000 2012,60,51.526163,-0.13648,Restaurant,London,1343463618.0,2012-07-28 08:20:18
169601,49237,4c4b023d959220a12e06f20e,Sat Jul 28 08:20:22 +0000 2012,60,51.540149,-0.010668,Pool,London,1343463622.0,2012-07-28 08:20:22
174426,72813,4c08442c7e3fc9287618f082,Sat Jul 28 08:22:47 +0000 2012,60,51.507227,-0.152285,Hotel,London,1343463767.0,2012-07-28 08:22:47
270818,164128,4fbf32f5e4b050c6793ba1fa,Sat Jul 28 08:23:26 +0000 2012,60,51.466976,-0.422908,Caf,London,1343463806.0,2012-07-28 08:23:26
4824,67368,4acbc300f964a52058c520e3,Sat Jul 28 08:23:36 +0000 2012,60,51.528437,-0.134025,Train Station,London,1343463816.0,2012-07-28 08:23:36
156239,164128,4d0f11bac3dc370464843074,Sat Jul 28 08:23:39 +0000 2012,60,51.467055,-0.423102,Bus Station,London,1343463819.0,2012-07-28 08:23:39
270819,164128,4f833cc1e4b0b2237ecf866f,Sat Jul 28 08:23:52 +0000 2012,60,51.466946,-0.421697,Rental Car Location,London,1343463832.0,2012-07-28 08:23:52
161279,176737,4ac518f7f964a520a3af20e3,Sat Jul 28 08:26:04 +0000 2012,60,51.508088,0.026307,Convention Center,London,1343463964.0,2012-07-28 08:26:04
6817,22944,4af33684f964a520c7eb21e3,Sat Jul 28 08:27:54 +0000 2012,60,51.530773,-0.123382,Train Station,London,1343464074.0,2012-07-28 08:27:54
270822,3670,4bb5ec06941ad13a8aa41ee3,Sat Jul 28 08:29:49 +0000 2012,60,51.49416,-0.174354,Bakery,London,1343464189.0,2012-07-28 08:29:49
160652,3670,4ba4af5ef964a52029ac38e3,Sat Jul 28 08:30:10 +0000 2012,60,51.514442,-0.15379,Cupcake Shop,London,1343464210.0,2012-07-28 08:30:10
250362,251807,4be557a6d4f7c9b698432520,Sat Jul 28 08:30:18 +0000 2012,60,51.456561,-0.26868800000000004,Park,London,1343464218.0,2012-07-28 08:30:18
216897,3670,4ad3acf0f964a5208de520e3,Sat Jul 28 08:30:30 +0000 2012,60,51.491428000000006,-0.158867,Bakery,London,1343464230.0,2012-07-28 08:30:30
233479,3670,4ad09705f964a5209dd820e3,Sat Jul 28 08:30:45 +0000 2012,60,51.474731,-0.200668,Caf,London,1343464245.0,2012-07-28 08:30:45
169602,14789,4c4b023d959220a12e06f20e,Sat Jul 28 08:31:09 +0000 2012,60,51.540149,-0.010668,Pool,London,1343464269.0,2012-07-28 08:31:09
270826,3670,4bdc450b2a3a0f475e16b2b6,Sat Jul 28 08:31:13 +0000 2012,60,51.494444,-0.17422,Bakery,London,1343464273.0,2012-07-28 08:31:13
132160,133984,4bd943c911dcc928ee59f933,Sat Jul 28 08:33:06 +0000 2012,60,51.480127,-0.196939,Neighborhood,London,1343464386.0,2012-07-28 08:33:06
270832,233929,5013975be4b07f20b2fbbf6d,Sat Jul 28 08:33:42 +0000 2012,-240,51.504761,-0.129011,Stadium,London,1343464422.0,2012-07-28 08:33:42
182866,97204,4ac518cef964a520f3a520e3,Sat Jul 28 08:35:53 +0000 2012,60,51.442025,-0.275345,Park,London,1343464553.0,2012-07-28 08:35:53
103981,233929,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:36:18 +0000 2012,-240,51.546615,-0.006351,Housing Development,London,1343464578.0,2012-07-28 08:36:18
13726,170731,4acd8e7df964a52044cc20e3,Sat Jul 28 08:36:30 +0000 2012,60,51.503133,-0.11276,Train Station,London,1343464590.0,2012-07-28 08:36:30
148053,170739,4b6c36eaf964a520d7292ce3,Sat Jul 28 08:38:10 +0000 2012,60,51.513797,0.008406,Light Rail,London,1343464690.0,2012-07-28 08:38:10
137677,26500,4b34b457f964a520532825e3,Sat Jul 28 08:39:30 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343464770.0,2012-07-28 08:39:30
254572,1629,4c079f1c2e80a59344d675f9,Sat Jul 28 08:41:38 +0000 2012,60,51.499019,-0.407717,Grocery Store,London,1343464898.0,2012-07-28 08:41:38
270571,53459,4f6c5507121d7483f0ac8610,Sat Jul 28 08:44:52 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343465092.0,2012-07-28 08:44:52
103982,53459,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:47:06 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343465226.0,2012-07-28 08:47:06
74287,108846,4ef4ea34a69d3d38d6bc4367,Sat Jul 28 08:47:45 +0000 2012,60,51.436144,-0.122976,Home (private),London,1343465265.0,2012-07-28 08:47:45
128287,8613,4b27a391f964a5200a8824e3,Sat Jul 28 08:48:11 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343465291.0,2012-07-28 08:48:11
128288,199877,4b27a391f964a5200a8824e3,Sat Jul 28 08:49:20 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343465360.0,2012-07-28 08:49:20
119384,99651,4b0b8f7cf964a520483223e3,Sat Jul 28 08:50:02 +0000 2012,60,51.397177,-0.074759,Train Station,London,1343465402.0,2012-07-28 08:50:02
82101,168603,4ad0b8e9f964a5205fd920e3,Sat Jul 28 08:50:27 +0000 2012,60,51.494113,-0.17371099999999998,Subway,London,1343465427.0,2012-07-28 08:50:27
169603,53459,4c4b023d959220a12e06f20e,Sat Jul 28 08:50:31 +0000 2012,60,51.540149,-0.010668,Pool,London,1343465431.0,2012-07-28 08:50:31
103983,260214,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:50:57 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343465457.0,2012-07-28 08:50:57
27469,158815,4ace295ff964a520ccce20e3,Sat Jul 28 08:51:50 +0000 2012,60,51.464743,-0.170299,Train Station,London,1343465510.0,2012-07-28 08:51:50
93018,53459,4ac518e9f964a520d4ab20e3,Sat Jul 28 08:52:33 +0000 2012,60,51.554968,-0.108426,Soccer Stadium,London,1343465553.0,2012-07-28 08:52:33
40343,1022,4bfc2288a118a59360046eb6,Sat Jul 28 08:55:35 +0000 2012,60,51.41239,-0.065725,Train Station,London,1343465735.0,2012-07-28 08:55:35
103984,73547,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:56:43 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343465803.0,2012-07-28 08:56:43
103985,84223,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:58:22 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343465902.0,2012-07-28 08:58:22
101465,3670,4efb03ed0039deea01aa6925,Sat Jul 28 08:58:31 +0000 2012,60,51.514251,-0.134599,Bakery,London,1343465911.0,2012-07-28 08:58:31
103986,104467,4d188962bb488cfaa46fb5d4,Sat Jul 28 08:58:35 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343465915.0,2012-07-28 08:58:35
27470,209267,4ace295ff964a520ccce20e3,Sat Jul 28 08:58:45 +0000 2012,60,51.464743,-0.170299,Train Station,London,1343465925.0,2012-07-28 08:58:45
242196,3670,4b8196bff964a52003b130e3,Sat Jul 28 08:59:00 +0000 2012,60,51.51237800000001,-0.119871,Cupcake Shop,London,1343465940.0,2012-07-28 08:59:00
270860,119778,4b05a609f964a5202ce022e3,Sat Jul 28 08:59:01 +0000 2012,60,51.458485,-0.305424,Movie Theater,London,1343465941.0,2012-07-28 08:59:01
137835,3670,4acf61f4f964a52052d320e3,Sat Jul 28 08:59:21 +0000 2012,60,51.493499,-0.175497,Cupcake Shop,London,1343465961.0,2012-07-28 08:59:21
176134,3670,4acdd8cbf964a5203acd20e3,Sat Jul 28 08:59:37 +0000 2012,60,51.516847,-0.118878,Bakery,London,1343465977.0,2012-07-28 08:59:37
13727,158815,4acd8e7df964a52044cc20e3,Sat Jul 28 08:59:52 +0000 2012,60,51.503133,-0.11276,Train Station,London,1343465992.0,2012-07-28 08:59:52
213393,3670,4b641fbdf964a5201fa02ae3,Sat Jul 28 09:00:15 +0000 2012,60,51.519078,-0.15173499999999998,Bakery,London,1343466015.0,2012-07-28 09:00:15
77728,3670,4acd9febf964a52069cc20e3,Sat Jul 28 09:00:42 +0000 2012,60,51.513583,-0.134989,Coffee Shop,London,1343466042.0,2012-07-28 09:00:42
50434,245289,4ac518eaf964a52007ac20e3,Sat Jul 28 09:01:21 +0000 2012,60,51.502852,0.003154,Music Venue,London,1343466081.0,2012-07-28 09:01:21
239952,196283,4b127175f964a520ea8923e3,Sat Jul 28 09:01:43 +0000 2012,60,51.462073,-0.083912,Grocery Store,London,1343466103.0,2012-07-28 09:01:43
103819,40845,4b54b78bf964a520a8c827e3,Sat Jul 28 09:02:47 +0000 2012,60,51.506739,-0.142763,Subway,London,1343466167.0,2012-07-28 09:02:47
270864,109995,4ac518b8f964a5205fa120e3,Sat Jul 28 09:04:41 +0000 2012,60,51.510734,-0.07727200000000001,Hotel,London,1343466281.0,2012-07-28 09:04:41
9252,16839,4ac518f6f964a52052af20e3,Sat Jul 28 09:05:00 +0000 2012,60,51.495359,-0.14456,Train Station,London,1343466300.0,2012-07-28 09:05:00
50435,184217,4ac518eaf964a52007ac20e3,Sat Jul 28 09:05:06 +0000 2012,60,51.502852,0.003154,Music Venue,London,1343466306.0,2012-07-28 09:05:06
169604,67074,4c4b023d959220a12e06f20e,Sat Jul 28 09:05:09 +0000 2012,60,51.540149,-0.010668,Pool,London,1343466309.0,2012-07-28 09:05:09
169605,70210,4c4b023d959220a12e06f20e,Sat Jul 28 09:05:48 +0000 2012,60,51.540149,-0.010668,Pool,London,1343466348.0,2012-07-28 09:05:48
165300,62454,4d36ddf6036c54812ba24789,Sat Jul 28 09:08:47 +0000 2012,60,51.501188,0.004984000000000001,Coffee Shop,London,1343466527.0,2012-07-28 09:08:47
270866,19960,4bedc180a40fc9288574820c,Sat Jul 28 09:09:14 +0000 2012,60,51.489507,-0.096469,Fast Food Restaurant,London,1343466554.0,2012-07-28 09:09:14
197905,41353,4e88b5395503277ca549530b,Sat Jul 28 09:09:42 +0000 2012,60,51.56206,-0.253285,Home (private),London,1343466582.0,2012-07-28 09:09:42
91510,132476,4f481291e4b08df2fb2c80c5,Sat Jul 28 09:09:43 +0000 2012,60,51.415193,0.064328,Home (private),London,1343466583.0,2012-07-28 09:09:43
44898,168603,4ac518cdf964a520e9a520e3,Sat Jul 28 09:10:01 +0000 2012,60,51.497219,-0.17427,Science Museum,London,1343466601.0,2012-07-28 09:10:01
44899,88481,4ac518cdf964a520e9a520e3,Sat Jul 28 09:10:10 +0000 2012,60,51.497219,-0.17427,Science Museum,London,1343466610.0,2012-07-28 09:10:10
13728,167748,4acd8e7df964a52044cc20e3,Sat Jul 28 09:10:23 +0000 2012,60,51.503133,-0.11276,Train Station,London,1343466623.0,2012-07-28 09:10:23
79156,40845,4abe4502f964a520558c20e3,Sat Jul 28 09:10:58 +0000 2012,60,51.501303,-0.142103,Castle,London,1343466658.0,2012-07-28 09:10:58
3385,265100,4c38504693db0f477d5a2192,Sat Jul 28 09:11:50 +0000 2012,60,51.411279,-0.306029,Department Store,London,1343466710.0,2012-07-28 09:11:50
250392,77098,4b7c15c2f964a520057c2fe3,Sat Jul 28 09:13:37 +0000 2012,60,51.514203,-0.159428,Bakery,London,1343466817.0,2012-07-28 09:13:37
252240,55,4ad04936f964a520ced720e3,Sat Jul 28 09:14:17 +0000 2012,60,51.508686,-0.143965,Casino,London,1343466857.0,2012-07-28 09:14:17
150516,876,4c6fd1359375a0933eee0437,Sat Jul 28 09:14:50 +0000 2012,60,51.513189,-0.355126,Golf Course,London,1343466890.0,2012-07-28 09:14:50
